video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=pmfKm2xAXn8&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ELLIOTCHOY,Elliot Choy,Moving into my new NYC apartment,4.2M,1 year,getting settled in my new apartment ~ excited for you guys to come on this next chapter w me :) next video: ...,2024-01-26 21:42:44.138627
/watch?v=GcJo_7z0qAQ&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@ChelseaCallahan,Chelsea Callahan,Waking up at 6:00am to be productive *for once*. A New York City vlog.,7.6K,2 hours,Use code CHELCALL50 to get 50% OFF First Box and free wellness shots for life with any active subscription at ...,2024-01-26 21:42:44.141336
/shorts/x1NPkPY6osQ,/@TacoBellFan22,TacoBellFan 22,Why I’m Leaving New York City!,6.4M,2 years,Why i'm leaving new york city times square doesn't even have a clock anywhere what time is it the pizza has cheese giant ...,2024-01-26 21:42:44.146621
/watch?v=sluglWm3HOE&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@urmomashley,ur mom ashley,moving into my dream NYC high-rise apartment!,951K,3 months,I edit w/ Final Cut Pro X current sub count: 1550000 :) - business email: ashley@whalarstars.com.,2024-01-26 21:42:44.149532
/shorts/GYYCBhZMDqk,/@HighLifeWorkout,Brandon Carter,Why I Moved From Manhattan To Miami 🗽✈️🏖,200K,1 year,Follow me on Instagram - http://instagram.com/kingketo.,2024-01-26 21:42:44.153978
/watch?v=OfvpNw0acAU&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@theregoesgail,Gail Schulman,MOVING DAY! & into my new NYC apartment 🥰,11K,2 days,"Welcome, everyone! Today was the big day - movers arrived at 7am sharp and finished just after 10am. I still need to patch up ...",2024-01-26 21:42:44.163239
/watch?v=SufnveuSVxQ&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@TBS,TBS,Friends: Ross Wants Emily to Move to New York (Season 4 Clip) | TBS,997K,3 years,"Ross wants Emily to move in with him, but the guys think he is moving too fast. #TBS #Friends #DavidSchwimmer SUBSCRIBE: ...",2024-01-26 21:42:44.166856
/watch?v=sckFRWkdnt4&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@RitaKaminski,Rita Kaminski,How I manifested moving to New York,10K,1 year,I would be so grateful if you gave this video a LIKE and hit the SUBSCRIBE button! ✰ S O C I A L ✰ instagram ➭ @ritakaminskii ...,2024-01-26 21:42:44.173019
/watch?v=ZiT6xaPuSaI&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@brettconti,Brett Conti,What I Spend in a Month Living in NYC,272K,8 months,"Living in New York can be quite expensive so today I go through how much I spend in a typical month from groceries, food, ...",2024-01-26 21:42:44.176570
/watch?v=LKsuFwC-Q5I&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@HereBeBarr,Here Be Barr,Moving to NYC –The 10 BIGGEST Adjustments I Had To Make !  (New York City Tips),91K,4 years,Moving to NYC ? What are the biggest adjustments you have to make as a resident of New York City ? I answer a viewer received ...,2024-01-26 21:42:44.180707
/watch?v=_T7Wpg7A_xw&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@CALEBWSIMPSON,CALEB SIMPSON,This tiny NYC apartment goes for $650 a month!,18M,1 year,"New York City comes in all shapes and sizes. In this new series, I explore interesting spaces and apartments. Today we tour the ...",2024-01-26 21:42:44.185632
/watch?v=9icj6NHx0r0&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@HereBeBarr,Here Be Barr,Pros and Cons of Living in NYC (Worth It?),379K,2 years,Pros and Cons of Living in New York City Chapter List: 00:00- Intro 00:38- Pro: The Food 01:35- Con: Cost Of Living 02:23- Pro: ...,2024-01-26 21:42:44.189424
/watch?v=1zqBtNDxvLU&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@UrbanCaffeine,Urban Caffeine,Moving to New York City (How to prepare to move to NYC),9.7K,11 months,Are you thinking of moving to NYC? Do you need some moving to New York City tips? What are the things to consider? How do ...,2024-01-26 21:42:44.192325
/watch?v=CDS2-JSnn_A&pp=ygUQbW92ZSB0byBuZXcgeW9yaw%3D%3D,/@KyonneSmith,Kyonne Smith,Step by Step Guide: Moving To New York City For Broke People + How I Survive In NYC,64K,3 years,Here is a step by step guide on moving to nyc for those who don't come from money and aren't rich! I've also included what I get ...,2024-01-26 21:42:44.196533
